City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Snowfall Last Hour,Rainfall Last Hour
325,Ulladulla,AU,-35.35,150.47,52.0,93,40,8.05,scattered clouds,0,0.0
326,Nueva Guinea,NI,11.69,-84.46,75.02,91,100,7.9,overcast clouds,0,0.0
327,Semnan,IR,35.57,53.4,75.06,46,96,13.51,overcast clouds,0,0.0
328,Okhotsk,RU,59.38,143.3,68.52,55,32,7.09,scattered clouds,0,0.0
329,Lerwick,GB,60.15,-1.15,53.6,81,99,10.29,overcast clouds,0,0.0
330,Auki,SB,-8.77,160.7,84.13,71,88,6.71,light rain,0,0.23
331,Dossor,KZ,47.53,52.98,86.88,18,0,7.11,clear sky,0,0.0
332,Berbera,SO,10.44,45.01,92.03,38,63,36.1,broken clouds,0,0.0
333,Lyantonde,UG,-0.4,31.16,64.49,79,60,3.67,light rain,0,0.17
334,Roald,NO,62.58,6.13,50.0,76,60,5.82,broken clouds,0,0.0
335,Agadir,MA,30.42,-9.6,75.2,69,40,5.82,scattered clouds,0,0.0
336,Nouadhibou,MR,20.93,-17.03,71.6,83,0,10.29,light rain,0,0.13
337,Port Hedland,AU,-20.32,118.57,59.0,22,15,9.17,few clouds,0,0.0
338,Nusaybin,TR,37.08,41.22,80.37,31,31,1.95,scattered clouds,0,0.0
339,Ewa Beach,US,21.32,-158.01,84.2,51,20,11.41,few clouds,0,0.0
340,Muros,ES,42.78,-9.06,70.0,60,0,7.0,clear sky,0,0.0
341,Le Port,RE,-20.94,55.29,66.2,68,10,10.29,light rain,0,0.11
342,Williams Lake,CA,52.14,-122.14,50.0,93,75,6.93,shower rain,0,0.0
343,Sterling,US,39.01,-77.43,79.0,61,75,5.82,light rain,0,0.51
344,Barranca De Upia,CO,4.57,-72.97,74.17,90,29,3.51,light rain,0,0.19
345,Kholuy,RU,56.58,41.87,61.57,89,0,3.74,clear sky,0,0.0
346,Kawalu,ID,-7.38,108.21,71.65,90,98,1.36,overcast clouds,0,0.0
347,Montlucon,FR,46.33,2.6,57.99,67,25,1.95,scattered clouds,0,0.0
348,Sechura,PE,-5.56,-80.82,66.67,74,7,16.55,clear sky,0,0.0
349,Las Choapas,MX,17.93,-94.08,87.8,74,40,7.9,scattered clouds,0,0.0
350,Hovd,MN,48.01,91.64,60.71,65,20,1.07,few clouds,0,0.0
351,Chapais,CA,49.78,-74.85,62.6,88,90,6.93,overcast clouds,0,0.0
352,Jizan,SA,17.33,42.67,91.4,66,40,5.82,scattered clouds,0,0.0
353,Kuito,AO,-12.38,16.93,51.8,45,0,3.13,clear sky,0,0.0
354,Taltal,CL,-25.4,-70.48,55.17,80,25,2.98,scattered clouds,0,0.0
355,Hamilton,US,39.18,-84.53,77.0,64,75,11.41,light rain,0,0.51
356,Nurota,UZ,40.56,65.69,77.0,53,0,4.7,clear sky,0,0.0
357,Ketchikan,US,55.34,-131.65,59.0,77,75,12.75,broken clouds,0,0.0
358,Ulvik,NO,60.57,6.92,52.0,88,68,3.58,broken clouds,0,0.0
359,Masterton,NZ,-40.96,175.66,53.01,66,86,4.0,overcast clouds,0,0.0
360,Carovigno,IT,40.71,17.66,77.0,69,0,23.04,clear sky,0,0.0
361,Lavrentiya,RU,65.58,-171.0,46.35,74,3,6.78,clear sky,0,0.0
362,Adre,TD,13.47,22.2,74.82,69,84,8.55,broken clouds,0,0.0
363,Harnosand,SE,62.63,17.94,50.0,93,73,6.93,light rain,0,0.48
364,Katsuura,JP,35.13,140.3,72.0,79,100,3.0,overcast clouds,0,0.0
365,Ipixuna,BR,-1.76,-48.8,82.4,83,20,6.93,few clouds,0,0.0
366,Quelimane,MZ,-17.88,36.89,67.86,81,85,6.73,overcast clouds,0,0.0
367,Banda Aceh,ID,5.56,95.32,79.95,69,100,2.8,overcast clouds,0,0.0
368,Marawi,PH,8.0,124.29,77.0,82,100,7.0,overcast clouds,0,0.0
369,Scranton,US,41.41,-75.66,75.0,74,74,1.01,light rain,0,0.99
370,Talnakh,RU,69.49,88.4,51.8,93,96,2.24,overcast clouds,0,0.0
371,Ambulu,ID,-8.35,113.61,74.8,85,96,2.68,overcast clouds,0,0.0
372,Bjerkvik,NO,68.56,17.52,46.4,93,99,11.41,overcast clouds,0,0.0
373,Ilulissat,GL,69.22,-51.1,48.2,70,23,3.36,few clouds,0,0.0
374,Kaputa,ZM,-8.47,29.66,68.88,49,1,3.18,clear sky,0,0.0
375,Vestmannaeyjar,IS,63.44,-20.27,50.58,92,100,4.29,light rain,0,0.64
376,Lander,US,42.83,-108.73,95.0,10,1,10.29,clear sky,0,0.0
377,Vanimo,PG,-2.67,141.3,81.99,79,100,0.85,moderate rain,0,1.21
378,Cockburn Town,TC,21.46,-71.14,84.2,70,40,11.41,scattered clouds,0,0.0
379,Zhigansk,RU,66.77,123.37,69.91,51,67,3.27,broken clouds,0,0.0
380,Gidole,ET,5.65,37.37,60.48,75,98,1.05,overcast clouds,0,0.0
381,Northam,GB,51.03,-4.22,55.0,88,23,3.0,few clouds,0,0.0
382,Eirunepe,BR,-6.66,-69.87,73.99,94,63,2.13,broken clouds,0,0.0
383,Kibala,TD,9.11,18.35,75.0,86,100,2.08,light rain,0,0.69
384,Champerico,GT,14.3,-91.92,78.8,94,40,4.7,scattered clouds,0,0.0
385,Saint-Augustin,CA,51.23,-58.65,62.22,97,100,12.1,overcast clouds,0,0.0
386,Phek,IN,25.67,94.5,62.42,100,100,0.47,moderate rain,0,2.49
387,Coolum Beach,AU,-26.53,153.1,61.0,82,100,1.99,light rain,0,0.5
388,Elko,US,41.0,-115.5,93.99,2,0,18.01,clear sky,0,0.0
389,Sao Felix Do Xingu,BR,-6.64,-51.99,80.2,56,58,2.19,broken clouds,0,0.0
390,Uchiza,PE,-8.46,-76.46,74.03,71,67,2.39,broken clouds,0,0.0
391,Kayankulam,IN,9.18,76.5,76.73,90,87,4.59,overcast clouds,0,0.0
392,Pangoa,PE,-12.12,-73.0,69.4,94,62,2.1,broken clouds,0,0.0
393,Bairnsdale,AU,-37.83,147.62,54.0,97,68,3.0,light rain,0,0.31
394,Port Moresby,PG,-9.44,147.18,77.0,94,20,3.36,few clouds,0,0.0
395,Berlevag,NO,70.86,29.09,47.34,87,5,3.4,clear sky,0,0.0
396,Ahipara,NZ,-35.17,173.17,60.35,82,37,11.36,light rain,0,0.22
397,Pemba,MZ,-12.97,40.52,71.73,87,17,14.27,few clouds,0,0.0
398,Ajdabiya,LY,30.76,20.23,70.09,89,0,8.14,clear sky,0,0.0
399,Henties Bay,NA,-22.12,14.28,55.0,93,0,9.91,clear sky,0,0.0
400,Ninh Binh,VN,20.25,105.97,84.25,73,2,3.65,clear sky,0,0.0
401,Maneadero,MX,31.72,-116.57,86.0,26,22,5.01,light rain,0,0.25
402,Balakhninskiy,RU,58.01,114.28,72.45,72,40,3.11,scattered clouds,0,0.0
403,Nadapuram,IN,11.7,75.67,75.2,88,75,12.75,light rain,0,0.0
404,Popova,RU,42.96,131.72,68.0,77,75,6.71,broken clouds,0,0.0
405,Tombouctou,ML,20.0,-3.0,97.05,25,29,8.3,scattered clouds,0,0.0
406,Bobo Dioulasso,BF,11.18,-4.3,77.0,83,20,2.24,few clouds,0,0.0
407,Kloulklubed,PW,7.04,134.26,77.0,94,75,3.36,broken clouds,0,0.0
408,Fukue,JP,32.69,128.84,77.0,100,75,14.99,broken clouds,0,0.0
409,Tabou,CI,4.42,-7.35,75.02,81,71,7.92,broken clouds,0,0.0
410,Atasu,KZ,48.68,71.64,67.46,76,0,8.05,clear sky,0,0.0
411,Dingle,PH,11.0,122.67,81.7,81,92,2.51,light rain,0,0.34
412,Gayny,RU,60.31,54.32,54.81,85,14,3.58,few clouds,0,0.0
413,Srednekolymsk,RU,67.45,153.68,70.77,46,24,7.67,few clouds,0,0.0
414,San Jeronimo,PE,-11.95,-75.28,51.6,62,15,4.38,light rain,0,0.15
415,Isabela,PH,6.71,121.97,81.01,79,97,2.66,overcast clouds,0,0.0
416,Esil,KZ,51.96,66.4,63.52,79,2,6.02,clear sky,0,0.0
417,Bilma,NE,18.69,12.92,89.53,34,86,7.9,overcast clouds,0,0.0
418,Tura,IN,25.52,90.22,74.39,97,93,5.46,light rain,0,0.61
419,Pimentel,PE,-6.84,-79.93,62.47,87,28,12.48,scattered clouds,0,0.0
420,Te Anau,NZ,-45.42,167.72,40.75,76,4,0.54,clear sky,0,0.0
421,College,US,64.86,-147.8,71.6,28,75,3.36,broken clouds,0,0.0
422,Kendari,ID,-3.94,122.5,77.23,88,53,2.13,broken clouds,0,0.0
423,Sukhobezvodnoye,RU,57.05,44.89,61.45,94,0,2.24,clear sky,0,0.0
424,Chkalovskoye,RU,44.84,133.04,70.14,76,6,4.25,clear sky,0,0.0
425,Constantine,DZ,36.37,6.61,71.6,56,0,6.93,clear sky,0,0.0
426,Ozernovskiy,RU,51.5,156.52,52.84,87,100,6.46,overcast clouds,0,0.0
427,Mazagao,BR,-0.12,-51.29,82.4,83,51,5.82,broken clouds,0,0.0
428,Rockhampton,AU,-23.38,150.5,64.4,59,33,8.05,scattered clouds,0,0.0
429,Hammerfest,NO,70.66,23.68,50.0,76,70,4.7,light rain,0,0.37
430,Vao,NC,-22.67,167.48,71.96,79,62,19.64,broken clouds,0,0.0
431,Seoul,KR,37.57,126.98,66.2,93,90,5.82,moderate rain,0,3.3
432,Safaga,EG,26.73,33.94,87.8,27,0,14.99,clear sky,0,0.0
433,Phangnga,TH,8.45,98.53,77.0,94,40,2.24,scattered clouds,0,0.0
434,Erdemli,TR,36.6,34.31,79.03,69,1,7.36,clear sky,0,0.0
435,Killybegs,IE,54.63,-8.45,57.99,94,98,5.99,light rain,0,0.12
436,Rio Grande,BR,-32.03,-52.1,45.0,97,74,12.55,broken clouds,0,0.0
437,Gunjur,GM,13.2,-16.73,77.0,100,75,4.7,moderate rain,0,0.0
438,Candiis,PH,8.97,125.18,83.14,69,98,1.36,overcast clouds,0,0.0
439,Moose Factory,CA,51.26,-80.61,59.0,82,90,8.05,overcast clouds,0,0.0
440,Pisco,PE,-13.7,-76.22,62.01,87,20,5.82,mist,0,0.0
441,Bowen,AU,-20.02,148.23,69.8,49,90,11.41,overcast clouds,0,0.0
442,Saint-Joseph,RE,-21.37,55.62,66.2,72,24,3.36,light rain,0,0.21
443,Ostrovnoy,RU,68.05,39.51,47.71,91,100,7.61,overcast clouds,0,0.0
444,Yangambi,CD,0.81,24.43,70.59,96,100,1.66,moderate rain,0,2.4
445,Kodinsk,RU,58.69,99.18,66.09,60,0,1.92,clear sky,0,0.0
446,Turukhansk,RU,65.82,87.98,60.44,75,67,7.29,broken clouds,0,0.0
447,Yambio,SS,4.57,28.4,66.47,96,100,0.63,overcast clouds,0,0.0
448,Kailua,US,21.4,-157.74,84.2,48,75,10.29,broken clouds,0,0.0
449,Teya,RU,60.38,92.63,65.64,62,55,5.17,broken clouds,0,0.0
450,Boyolangu,ID,-8.12,111.89,74.34,87,83,1.1,broken clouds,0,0.0
451,Jiwani,PK,25.05,61.74,83.88,79,83,7.72,broken clouds,0,0.0
452,Bestobe,KZ,52.5,73.1,64.04,78,39,8.97,scattered clouds,0,0.0
453,Barra,BR,-11.09,-43.14,75.56,50,21,9.46,few clouds,0,0.0
454,Lumphat,KH,13.49,106.98,75.33,96,93,1.5,overcast clouds,0,0.0
455,Ajaccio,FR,42.0,8.92,73.4,83,40,4.7,scattered clouds,0,0.0
456,Zhezkazgan,KZ,47.8,67.71,76.08,54,0,9.66,clear sky,0,0.0
457,Alamos,MX,27.02,-108.93,102.0,39,28,8.01,scattered clouds,0,0.0
458,Khandyga,RU,62.67,135.6,80.4,46,26,4.54,scattered clouds,0,0.0
459,Chistogorskiy,RU,53.98,87.38,60.55,83,5,1.99,clear sky,0,0.0
460,Dovers,VC,12.88,-61.18,77.0,100,40,5.82,light intensity shower rain,0,0.0
461,Horsham,GB,51.06,-0.33,57.0,76,58,1.12,broken clouds,0,0.0
462,Lingao,CN,19.91,109.69,82.67,75,0,5.59,clear sky,0,0.0
463,Tessalit,ML,20.2,1.01,91.63,28,29,8.7,scattered clouds,0,0.0
464,Puerto Del Rosario,ES,28.5,-13.86,71.6,88,0,16.11,clear sky,0,0.0
465,Kieta,PG,-6.22,155.63,79.81,84,100,11.65,heavy intensity rain,0,5.02
466,Sosnovo-Ozerskoye,RU,52.52,111.54,59.61,94,97,1.36,overcast clouds,0,0.0
467,Biak,ID,-0.91,122.88,78.89,79,28,7.14,scattered clouds,0,0.0
468,Komatipoort,ZA,-25.43,31.95,53.6,62,0,5.82,clear sky,0,0.0
469,Pavlodar,KZ,52.3,76.95,64.4,68,40,13.42,scattered clouds,0,0.0
470,Acoua,YT,-12.72,45.06,75.2,73,0,6.93,clear sky,0,0.0
471,Viedma,AR,-40.81,-63.0,41.67,63,0,14.32,clear sky,0,0.0
472,Malatya,TR,38.5,38.0,77.0,44,0,4.7,clear sky,0,0.0
473,Pangkalanbuun,ID,-2.68,111.62,74.32,94,90,3.36,overcast clouds,0,0.0
474,Koumac,NC,-20.57,164.28,76.53,57,2,1.86,clear sky,0,0.0
475,Piranshahr,IR,36.7,45.14,63.21,64,8,4.41,clear sky,0,0.0
476,Honiara,SB,-9.43,159.95,84.2,79,75,9.17,broken clouds,0,0.0
477,Springbok,ZA,-29.66,17.89,40.3,93,12,10.94,few clouds,0,0.0
478,Soe,ID,-9.86,124.28,69.39,83,73,7.96,broken clouds,0,0.0
479,Geraldton,AU,-28.77,114.6,51.8,62,40,14.99,scattered clouds,0,0.0
480,Pouembout,NC,-21.13,164.9,74.68,71,22,4.03,few clouds,0,0.0
481,Windsor,CA,42.3,-83.02,82.0,44,40,12.75,scattered clouds,0,0.0
482,Yeppoon,AU,-23.13,150.73,64.4,59,59,8.05,broken clouds,0,0.0
483,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,74.5,95,85,1.1,overcast clouds,0,0.0
484,Vostok,RU,46.49,135.88,65.14,87,86,1.01,light rain,0,0.26
485,Zychlin,PL,52.24,19.63,48.2,100,8,2.24,fog,0,0.0
486,Husavik,IS,66.04,-17.34,51.8,93,40,3.36,drizzle,0,0.0
487,Baruun-Urt,MN,46.68,113.28,69.46,69,100,5.84,overcast clouds,0,0.0
488,Copiapo,CL,-27.37,-70.33,53.6,81,1,13.87,clear sky,0,0.0
489,Fruitvale,US,39.08,-108.5,100.4,9,1,10.29,clear sky,0,0.0
490,Lagoa,PT,39.05,-27.98,68.61,80,0,14.5,clear sky,0,0.0
491,Tukrah,LY,32.53,20.58,74.57,78,6,7.4,clear sky,0,0.0
492,Iqaluit,CA,63.75,-68.51,59.0,62,75,11.41,shower rain,0,0.0
493,Noumea,NC,-22.28,166.46,75.2,60,75,3.36,broken clouds,0,0.0
494,Vryburg,ZA,-26.96,24.73,41.32,57,0,11.03,clear sky,0,0.0
495,Cortez,US,37.35,-108.59,98.6,12,1,13.87,clear sky,0,0.0
496,Tignere,CM,7.37,12.65,63.32,96,80,1.41,broken clouds,0,0.0
497,Usinsk,RU,65.99,57.53,51.3,89,65,19.3,broken clouds,0,0.0
498,Sur,OM,22.57,59.53,84.96,68,99,7.87,overcast clouds,0,0.0
499,Mnogovershinnyy,RU,53.94,139.92,63.97,70,86,3.22,overcast clouds,0,0.0
500,Mwandiga,TZ,-4.83,29.66,75.94,60,52,3.49,broken clouds,0,0.0
501,Nizhnyaya Poyma,RU,56.16,97.19,64.13,67,96,5.61,overcast clouds,0,0.0
502,Dwarka,IN,22.24,68.97,83.48,82,87,16.96,light rain,0,0.17
503,Bayir,TR,37.27,28.22,71.6,83,0,4.83,clear sky,0,0.0
504,Khandbari,NP,27.37,87.2,73.38,78,93,0.72,overcast clouds,0,0.0
505,Leh,IN,34.17,77.58,54.88,41,30,4.85,scattered clouds,0,0.0
506,Mao,ES,39.89,4.27,71.6,53,44,6.93,scattered clouds,0,0.0
507,Opuwo,NA,-18.06,13.84,50.61,53,0,3.74,clear sky,0,0.0
508,Klaksvik,FO,62.23,-6.59,50.0,93,100,16.11,overcast clouds,0,0.0
509,Pershotravneve,UA,51.39,28.87,52.09,95,100,9.66,overcast clouds,0,0.0
510,Goderich,CA,43.75,-81.72,69.01,76,64,11.45,broken clouds,0,0.0
511,Diapaga,BF,12.07,1.79,78.31,77,41,8.84,scattered clouds,0,0.0
512,Arlit,NE,18.74,7.39,93.6,15,0,12.21,clear sky,0,0.0
513,Presidente Olegario,BR,-18.42,-46.42,62.01,65,58,0.98,broken clouds,0,0.0
514,Oyama,JP,36.3,139.8,72.0,82,75,6.93,broken clouds,0,0.0
515,Bure,ET,10.7,37.07,57.36,97,100,1.52,light rain,0,0.56
516,Premia De Mar,ES,41.49,2.37,77.0,69,95,1.99,overcast clouds,0,0.0
517,Manado,ID,1.49,124.85,75.2,100,20,1.12,few clouds,0,0.0
518,Palimbang,PH,6.21,124.19,83.05,64,97,1.52,overcast clouds,0,0.0
519,San Vicente,AR,-26.62,-54.13,59.23,100,5,1.99,clear sky,0,0.0
520,Amla,IN,21.93,78.12,73.65,90,95,9.82,overcast clouds,0,0.0
521,Teahupoo,PF,-17.83,-149.27,80.6,69,75,19.46,broken clouds,0,0.0
522,Kem,RU,64.96,34.58,50.14,89,0,2.77,clear sky,0,0.0
523,Amahai,ID,-3.33,128.92,78.58,86,73,9.86,moderate rain,0,1.3
524,Podyuga,RU,61.09,40.86,53.92,79,98,1.14,overcast clouds,0,0.0
525,Occhiobello,IT,44.92,11.58,66.99,74,0,5.57,clear sky,0,0.0
526,Prince Rupert,CA,54.32,-130.32,59.0,77,1,5.82,clear sky,0,0.0
527,Ossora,RU,59.24,163.07,55.62,85,100,9.42,overcast clouds,0,0.0
528,Benghazi,LY,32.12,20.07,75.85,81,1,10.38,clear sky,0,0.0
529,Hailar,CN,49.2,119.7,75.6,56,65,7.31,broken clouds,0,0.0
530,Wewak,PG,-3.55,143.63,82.26,76,100,2.19,light rain,0,0.25
531,Pundaguitan,PH,6.37,126.17,82.54,69,93,1.74,overcast clouds,0,0.0
532,Nha Trang,VN,12.25,109.18,82.4,83,20,2.24,few clouds,0,0.0
533,Barentu,ER,15.11,37.59,69.24,78,99,15.46,overcast clouds,0,0.0
534,Juan Lacaze,UY,-34.43,-57.44,51.8,50,81,17.22,broken clouds,0,0.0
535,Kodinar,IN,20.79,70.7,82.24,83,61,13.02,light rain,0,0.79
536,Hihya,EG,30.67,31.59,77.0,78,40,8.05,scattered clouds,0,0.0
537,Santa Isabel,BR,-23.32,-46.22,71.6,77,12,3.36,few clouds,0,0.0
538,Bhanvad,IN,21.93,69.77,81.01,87,87,9.08,light rain,0,0.15
539,Nazare,BR,-13.04,-39.01,68.63,94,6,1.59,clear sky,0,0.0
540,Saint-Francois,FR,46.42,3.91,55.99,71,37,2.24,scattered clouds,0,0.0
541,Turayf,SA,31.67,38.66,75.2,64,0,13.87,clear sky,0,0.0
542,Riachao,BR,-7.36,-46.62,77.0,40,58,2.71,broken clouds,0,0.0
543,Troitsko-Pechorsk,RU,62.71,56.2,55.2,76,51,8.93,broken clouds,0,0.0
544,San Cristobal,VE,7.77,-72.22,78.8,78,40,2.24,scattered clouds,0,0.0
545,Corowa,AU,-36.03,146.38,46.99,97,97,7.43,overcast clouds,0,0.0
